matchId,blueTeamTotalKills,blueTeamHeraldKills,blueTeamTowersDestroyed,blueTeamTurretPlatesDestroyed,blueTeamFirstBlood,blueTeamMinionsKilled,blueTeamTotalGold,blueTeamXp,redTeamTotalKills,redTeamTowersDestroyed,redTeamMinionsKilled,redTeamTotalGold,redTeamXp,blueWin
EUW1_6881555391',15,1,0,5,0,382,30088,30110,10,1,356,26482,28918,1
EUW1_6879645493',11,0,1,11,0,322,27110,27320,21,1,381,30727,31353,0
EUW1_6878402664',9,0,0,12,1,345,25458,27922,15,2,372,30036,30475,0
EUW1_6878351002',10,0,1,11,0,390,29049,31059,14,0,382,28834,31952,1
EUW1_6878071252',19,1,0,14,1,301,31009,29537,9,1,348,26976,28390,1
EUW1_6876889213',16,0,1,14,1,350,29384,29362,23,1,349,32678,33259,0
EUW1_6876831351',12,0,1,7,0,383,28603,30389,14,0,379,27511,29424,1
EUW1_6875450995',17,0,0,13,0,330,28820,30791,19,3,420,33432,33017,1
EUW1_6875397260',8,1,1,9,0,362,26234,29791,12,1,345,26426,28259,0
EUW1_6875371122',11,0,0,10,0,334,25810,28369,28,2,378,36358,34868,0
EUW1_6875198959',22,0,2,9,1,408,33339,33655,12,1,342,26915,30352,1
EUW1_6874502458',15,0,0,11,0,297,26111,26443,9,1,368,27197,28549,0
EUW1_6882343838',18,0,1,5,1,336,30658,30164,18,0,321,29170,29969,0
EUW1_6882337725',20,0,1,9,1,380,33187,30419,7,0,322,23404,25334,1
EUW1_6882325758',9,0,0,9,1,322,26104,27938,21,1,346,31946,33105,0
EUW1_6882309878',16,0,0,12,0,282,27815,28275,16,2,328,28401,28208,0
EUW1_6882288435',16,0,1,3,1,384,30423,31656,6,0,359,24580,28565,1
EUW1_6882274361',12,0,0,10,1,354,27904,30822,15,1,404,29928,32635,0
EUW1_6882259054',16,0,2,10,0,315,29054,29203,13,0,354,26409,28474,0
EUW1_6882235039',21,0,1,13,1,309,31172,29644,28,2,354,34879,31651,1
EUW1_6881800892',26,0,1,4,0,379,34004,33845,8,1,275,24255,25550,1
EUW1_6881742618',9,0,0,11,0,349,25410,27043,14,2,370,29701,29702,0
EUW1_6883538429',17,0,2,9,1,368,30544,30644,7,0,376,24561,27552,1
EUW1_6883509961',14,0,1,8,0,373,28684,29925,7,0,370,25800,29372,0
EUW1_6883459996',17,0,1,10,0,318,29918,27898,12,0,366,27015,27929,0
EUW1_6883409840',19,0,1,12,0,309,30478,29408,13,1,378,29689,30123,1
EUW1_6883100340',12,0,0,12,0,332,26670,27899,9,2,389,27686,28626,0
EUW1_6883027147',13,0,0,11,0,388,28913,30927,9,1,333,23953,27132,1
EUW1_6882986316',24,0,2,10,0,410,34849,31964,10,2,337,27531,27451,1
EUW1_6882941739',11,1,0,7,1,386,27774,31318,9,2,343,25108,28617,1
EUW1_6882888803',15,1,1,9,1,327,29250,30110,12,0,329,26177,26618,1
EUW1_6882833395',12,0,2,9,1,364,29355,29274,12,1,376,27641,28603,1
EUW1_6881402177',9,0,0,10,0,372,26815,29339,13,3,403,28988,29733,0
EUW1_6880309133',14,0,0,5,1,348,27574,28114,12,2,319,25953,28290,0
EUW1_6879047313',19,0,2,6,0,403,31983,32007,10,0,369,26514,30082,1
EUW1_6878689716',14,0,1,5,1,335,28452,28421,10,1,376,27271,30339,1
EUW1_6878615945',14,0,0,11,0,367,28467,29588,18,1,353,30266,29921,0
EUW1_6878281434',23,0,0,16,0,306,31157,29541,27,3,357,35872,31151,0
EUW1_6877557859',19,0,1,9,0,387,30809,29077,16,1,352,30393,28410,0
EUW1_6877453308',10,0,1,6,1,345,27318,28674,19,0,359,28913,32076,0
EUW1_6877345682',10,0,1,12,0,328,27132,27314,14,2,334,28784,27972,0
EUW1_6883063772',11,0,0,2,0,417,28091,32060,9,0,415,26713,32241,1
EUW1_6883013696',12,0,1,7,1,364,29167,30766,11,1,368,27736,30754,0
EUW1_6882812474',15,0,1,13,1,344,29665,28876,24,2,418,34258,34537,0
EUW1_6882764688',7,0,0,10,1,395,25304,29186,10,2,382,26838,30294,0
EUW1_6882716027',15,0,0,9,1,362,28151,29776,6,1,350,25369,29098,1
EUW1_6882118986',20,0,1,7,0,359,32021,31554,13,1,340,27628,28365,0
EUW1_6881330910',7,0,0,9,0,334,24422,28679,12,1,373,28721,30171,0
EUW1_6879717309',13,0,1,12,0,310,26486,27133,12,1,335,27762,28414,0
EUW1_6879680915',7,0,0,5,0,380,24442,29080,11,0,379,26835,30812,0
EUW1_6878808458',15,1,0,7,1,369,29128,31838,12,1,327,26665,29881,1
EUW1_6878746077',10,0,1,3,1,398,28719,31702,12,0,395,29522,31554,0
EUW1_6878627679',10,0,0,8,0,387,26956,30886,10,2,368,26339,29804,1
EUW1_6878579886',8,0,0,11,1,397,26429,29594,9,1,428,28863,33185,0
EUW1_6878455004',8,0,0,9,0,368,25367,26586,20,1,348,31689,31790,0
EUW1_6878416535',13,0,2,9,1,362,28235,30813,11,0,345,26232,28254,0
EUW1_6876864859',15,0,1,6,1,362,28510,27231,7,0,362,24021,27218,1
EUW1_6876746922',13,0,1,8,1,302,26914,27336,17,0,344,29446,31773,0
EUW1_6876711497',9,0,0,8,0,390,28081,29867,10,1,393,27326,30446,0
EUW1_6883421526',14,0,0,3,1,376,29127,30886,7,0,341,23250,27144,1
EUW1_6883343790',10,0,0,6,0,367,25946,29632,14,1,395,28095,29582,0
EUW1_6883271997',17,0,2,8,1,351,30299,28209,9,1,326,26852,27890,1
EUW1_6883196707',11,0,0,15,0,328,28289,29660,20,2,358,30226,30500,0
EUW1_6882260309',12,0,0,13,1,296,25116,29280,12,3,375,28537,31154,1
EUW1_6882243474',14,0,1,7,1,362,28660,31138,11,1,352,27112,30853,1
EUW1_6882200399',6,0,0,10,0,362,24442,28233,13,1,342,29070,29761,0
EUW1_6882178585',8,0,0,8,0,343,25279,30006,16,1,376,29173,32741,0
EUW1_6882136606',9,0,0,7,0,375,27248,28081,11,1,339,26977,30454,0
EUW1_6882078999',8,0,0,7,1,395,25121,29881,2,1,366,23835,28007,1
EUW1_6880182055',11,1,1,12,1,350,29434,29583,19,1,335,29506,29988,0
EUW1_6880129512',11,0,1,8,0,368,26838,30056,14,0,386,29212,30284,0
EUW1_6880076569',12,0,1,2,0,377,26723,28761,10,0,333,25342,28931,1
EUW1_6879966303',9,0,1,3,1,410,26997,30571,8,0,341,25033,28272,0
EUW1_6879919196',24,0,1,8,0,376,33639,33578,9,1,378,26037,30341,1
EUW1_6879881422',19,0,2,10,0,321,28906,29781,6,1,338,26369,25581,1
EUW1_6879811385',11,0,0,13,0,390,28399,30952,16,3,373,30443,30642,0
EUW1_6879613346',6,0,0,8,0,366,24904,28894,14,0,369,28408,31052,0
EUW1_6883413814',10,0,1,5,0,335,27091,30778,7,0,305,23572,27287,1
EUW1_6883342783',10,0,0,7,0,395,27046,29866,11,1,369,27494,30810,1
EUW1_6883286731',12,0,0,12,1,363,26362,30173,10,2,423,29334,30760,0
EUW1_6882727003',11,0,1,19,1,332,27232,25837,11,5,279,28316,28675,0
EUW1_6882695647',7,0,0,14,0,346,25880,29810,14,1,433,28939,32418,0
EUW1_6882610484',20,0,1,5,1,343,31259,31915,13,0,361,27674,30111,1
EUW1_6882052286',14,0,0,9,0,334,27714,29421,16,1,336,28881,30458,1
EUW1_6882009746',15,0,0,11,1,383,28463,31501,12,1,439,27763,30994,1
EUW1_6881850023',11,0,0,7,1,356,26598,30285,12,0,362,26965,29237,1
EUW1_6881802490',20,0,1,11,1,384,32781,31838,15,2,331,28409,30469,0
EUW1_6881412382',17,0,1,14,1,297,28878,26707,18,2,356,30655,29042,0
EUW1_6881337327',9,0,1,11,1,385,26725,31414,7,0,388,26053,30445,0
EUW1_6881280965',13,0,0,10,1,332,26924,28965,8,0,357,24979,28687,1
EUW1_6881216492',6,0,0,12,0,357,25377,29079,15,1,347,27836,30298,0
EUW1_6881169781',17,1,1,10,0,368,30501,30543,7,0,342,24388,28075,1
EUW1_6881125154',16,0,1,4,1,359,30784,31929,12,1,331,26656,29522,1
EUW1_6881073082',15,0,2,8,1,347,29698,29639,16,0,367,27319,28674,0
EUW1_6881036636',4,0,0,10,1,302,22265,27059,13,2,418,29039,31004,0
EUW1_6880999963',10,0,0,8,0,369,26220,29205,10,1,340,27417,29618,0
EUW1_6882712514',12,0,0,7,0,388,26308,32117,11,0,363,26562,29856,0
EUW1_6882657260',6,0,1,8,1,346,24984,28299,10,1,376,27936,31508,0
EUW1_6882052337',18,0,1,10,1,302,27818,28221,10,0,296,25255,27671,1
EUW1_6881989975',12,0,1,7,0,401,28095,31070,14,0,333,26808,31408,0
EUW1_6881906274',15,0,0,11,0,293,26831,32614,13,2,392,29174,30042,0
EUW1_6881068471',12,0,2,5,0,394,28660,30848,9,0,288,23487,25391,1
EUW1_6881023287',6,1,0,4,0,356,24613,29922,9,0,380,26963,31891,0
EUW1_6880204363',13,0,0,8,1,346,26890,29697,10,0,385,26552,29930,1
EUW1_6880142987',17,0,0,13,1,321,28758,29532,14,2,361,30878,31061,0
EUW1_6879931151',14,0,1,6,1,365,29888,30673,8,0,363,24776,29594,1
EUW1_6879847193',13,0,1,12,1,338,27904,30810,13,2,387,28730,28802,0
EUW1_6879817503',22,0,3,2,1,349,34208,30494,9,1,319,26706,27741,1
EUW1_6878826173',13,0,0,10,1,346,26823,31247,13,0,312,26905,28463,0
EUW1_6878772064',11,0,2,8,0,383,27850,29664,10,0,270,25948,29022,1
EUW1_6878538620',19,0,2,6,1,412,32322,32872,6,0,309,23709,26402,1
EUW1_6878483649',12,0,0,11,0,375,27918,30524,17,1,381,29736,31379,0
EUW1_6878174441',4,0,0,12,1,378,23929,29132,2,1,396,23729,28354,1
EUW1_6877770455',8,0,1,6,0,401,27284,32033,15,0,359,27437,32064,1
EUW1_6883555960',11,0,1,13,1,352,27998,29278,14,1,320,28537,29876,1
EUW1_6883515067',13,0,1,7,1,372,28830,31590,5,0,347,22382,27974,1
EUW1_6881150595',17,1,2,5,1,372,31865,32781,10,0,355,26669,29534,1
EUW1_6880666125',12,0,0,10,0,367,27090,33051,10,0,373,25846,31303,0
EUW1_6880610093',18,0,1,11,0,334,30778,31302,19,2,387,32654,32324,1
EUW1_6876621472',9,0,0,5,0,387,25873,30254,8,0,368,25505,28467,1
EUW1_6876585165',15,0,0,13,1,330,29873,31176,28,2,336,33782,33089,0
EUW1_6875825406',12,0,0,6,0,387,27367,31959,9,0,341,25515,28512,1
EUW1_6875445830',11,0,0,10,0,310,26140,27930,17,1,381,30176,32147,0
EUW1_6875328967',24,0,4,6,1,344,34147,32421,9,0,311,24610,26386,1
EUW1_6875273391',12,0,0,15,1,340,27712,27429,15,2,353,30712,30118,0
EUW1_6874815680',12,0,1,6,1,366,28123,29523,13,0,346,25438,30588,1
EUW1_6874743040',6,0,0,6,1,338,23209,27796,14,0,356,27382,30436,0
EUW1_6874135599',4,0,1,7,1,412,25315,29662,5,0,407,24485,30019,0
EUW1_6873935676',9,0,0,11,1,340,24827,26547,14,2,365,30559,29923,0
EUW1_6873149150',16,0,0,9,1,361,28616,31012,10,1,328,25919,26286,1
EUW1_6872180835',10,0,0,7,0,394,25802,30011,9,0,373,25500,30298,1
EUW1_6878417909',12,0,1,10,0,375,28148,31180,9,1,376,26566,30974,1
EUW1_6878361443',10,0,1,14,0,337,28042,27841,16,4,384,32222,30112,0
EUW1_6878186339',11,0,0,8,1,389,28775,32798,7,3,390,25816,30177,1
EUW1_6878119229',17,0,1,16,0,324,29697,29652,17,2,331,31061,31010,0
EUW1_6877237934',12,1,0,2,0,352,28345,29885,10,0,332,24896,28474,1
EUW1_6877178763',16,1,1,6,1,364,29577,30721,9,0,344,25434,27542,1
EUW1_6877010660',9,0,0,11,0,321,25479,28889,15,2,355,29904,30516,0
EUW1_6876956631',20,0,0,5,0,334,30859,30878,20,0,374,31571,31734,0
EUW1_6876726818',18,0,3,10,1,317,32208,30718,15,2,329,29452,28960,1
EUW1_6876689345',6,0,0,14,0,347,25145,27526,16,1,357,28611,31707,0
EUW1_6875298537',11,0,0,5,1,340,25616,29540,10,0,365,26206,28585,1
EUW1_6875264501',13,0,0,6,1,345,26906,28730,14,1,333,28681,28944,1
EUW1_6875210033',12,0,1,14,0,336,27044,29327,7,0,343,24471,27370,1
EUW1_6874718999',18,1,1,9,0,390,30917,31944,10,1,354,27482,28462,0
EUW1_6874641243',9,0,1,4,0,344,27134,30577,15,0,305,24728,27709,1
EUW1_6874571425',15,0,2,13,0,383,30555,31427,15,3,316,29638,28715,1
EUW1_6871722746',10,0,0,13,1,356,26558,28527,11,1,347,28184,29847,0
EUW1_6871662508',11,0,1,9,1,329,27697,29210,5,1,366,24297,28149,1
EUW1_6870158840',11,0,0,12,0,357,26700,27730,16,2,384,32188,32224,0
EUW1_6882776043',5,0,1,9,1,330,24153,26448,16,1,384,29224,31923,0
EUW1_6882714371',16,0,2,8,0,406,31016,30787,14,0,367,27739,30947,0
EUW1_6881323405',12,0,0,7,1,369,26988,30956,8,1,353,25379,29182,1
EUW1_6881249531',7,0,1,8,0,384,24816,28216,11,2,388,27562,31439,0
EUW1_6880995216',11,0,1,12,0,384,28212,29502,10,1,304,26288,26082,0
EUW1_6880960900',18,0,1,17,1,326,31177,30160,19,2,398,31936,31127,0
EUW1_6880935700',23,1,3,8,1,385,34483,31512,12,1,350,27074,28633,1
EUW1_6878412775',22,0,0,5,1,354,32949,28257,20,2,321,30479,27398,0
EUW1_6878327575',20,1,0,10,1,353,30377,30681,18,1,361,29411,30259,1
EUW1_6876959687',13,0,1,9,1,355,27043,28251,10,1,358,27500,28246,0
EUW1_6876873299',12,0,0,10,1,349,26529,27256,12,2,388,30337,31079,0
EUW1_6875543558',7,0,0,7,0,402,26163,30922,8,0,418,25942,29755,1
EUW1_6875470011',15,0,0,9,1,403,28112,31305,12,1,361,27117,31833,0
EUW1_6874393860',9,0,0,9,0,392,27049,30434,10,0,395,26982,30246,1
EUW1_6874293874',8,0,0,6,0,382,26242,31870,11,1,396,28908,30528,1
EUW1_6874205021',6,0,0,9,1,303,23577,26400,22,2,414,33541,33315,0
EUW1_6874150325',16,0,1,16,1,268,28726,27396,29,2,341,35778,32890,0
EUW1_6872979355',13,0,0,5,1,358,27441,29801,6,1,365,25095,29037,0
EUW1_6872837476',11,1,1,5,1,420,29176,33483,7,0,416,26741,30830,1
EUW1_6872774568',13,0,0,9,0,341,28325,28581,16,1,377,29951,32322,1
EUW1_6881669244',8,0,0,13,1,364,25752,26713,18,2,333,30695,29407,0
EUW1_6871683846',16,0,0,15,0,322,29535,31932,22,1,360,32550,30986,0
EUW1_6871573541',16,1,1,3,1,375,28994,29696,13,0,318,26945,28040,0
EUW1_6871510997',14,0,0,7,1,341,27779,28724,14,2,339,28825,30159,1
EUW1_6882001627',7,0,0,14,0,308,22723,27289,8,2,386,28561,29771,0
EUW1_6881273335',17,0,0,8,0,355,29076,31080,13,0,361,26129,30112,1
EUW1_6881224768',12,0,0,12,1,336,27464,29720,7,2,392,26660,29239,1
EUW1_6881171165',15,0,1,7,0,373,29771,31563,9,0,366,26008,29097,1
EUW1_6881134124',18,0,2,8,1,356,30551,31484,12,0,338,26154,26637,1
EUW1_6880762373',6,0,1,5,1,367,27491,27014,16,0,342,26707,30304,1
EUW1_6880688802',11,1,2,10,0,367,28694,30068,10,1,357,25417,29282,1
EUW1_6880658101',21,1,2,14,1,323,33519,27131,20,1,325,29324,28644,1
EUW1_6874572922',10,0,0,16,0,296,24470,25329,18,3,349,31207,31468,0
EUW1_6874507540',18,1,2,8,0,373,32344,31520,14,1,388,30467,31682,0
EUW1_6874449089',3,0,0,14,1,302,21291,24301,16,1,375,30394,33689,0
EUW1_6874318574',6,0,0,16,0,321,22744,25789,20,3,387,33085,32046,0
EUW1_6874219989',21,0,0,6,1,333,30305,29115,11,1,322,25627,29010,0
EUW1_6871423708',10,0,0,10,0,381,26068,28582,15,0,346,28697,31658,0
EUW1_6871377019',15,1,1,11,1,385,31051,31962,12,2,350,27550,29338,0
EUW1_6871356480',18,0,2,10,1,373,31351,31040,8,2,314,26328,27642,1
EUW1_6869550715',16,0,0,6,1,385,30756,31521,10,1,360,25838,28794,1
EUW1_6867870359',8,0,0,13,0,353,24065,28390,19,1,351,30705,31714,0
EUW1_6881549813',14,0,0,5,0,330,27236,27634,21,0,293,30436,28814,1
EUW1_6881500040',10,0,0,13,1,284,24545,26955,16,2,367,30531,29528,0
EUW1_6881431442',22,0,1,9,0,355,31412,30318,9,0,329,25814,26363,1
EUW1_6881383637',12,0,1,11,1,345,26587,27850,12,1,384,27964,29353,0
EUW1_6881324108',11,0,1,11,0,341,27127,29017,16,2,367,31128,29155,0
EUW1_6881251602',7,0,0,8,0,364,27366,29889,9,2,356,25689,29655,1
EUW1_6878281689',12,0,1,5,1,328,28454,28392,7,0,312,23256,26777,1
EUW1_6878217448',9,1,0,8,1,334,27036,29415,12,2,333,26465,28069,1
EUW1_6878189422',14,0,0,14,0,348,27209,29828,20,2,365,32956,32561,0
EUW1_6881532948',4,0,0,8,0,388,23140,28827,11,1,367,27121,30816,0
EUW1_6871087228',16,0,1,8,1,366,29918,28079,15,0,378,29419,30736,1
EUW1_6871064242',10,0,1,9,1,369,27294,29194,9,0,409,26394,30431,1
EUW1_6866455066',10,0,0,8,1,375,27370,32022,6,1,392,24992,29339,0
EUW1_6866414865',8,0,1,10,1,399,28664,30284,8,1,339,26283,31081,1
EUW1_6866363030',7,0,1,6,1,426,26234,30289,5,0,364,23940,29830,1
EUW1_6865015949',18,0,1,6,0,375,30160,32173,8,2,386,26172,29855,1
EUW1_6864973639',7,0,0,12,0,373,25915,30678,11,2,413,30167,31517,0
EUW1_6864932265',4,0,0,7,0,389,23356,29677,16,1,421,30177,35431,0
EUW1_6864883753',7,0,0,11,1,342,24592,29053,12,2,395,30100,29577,0
EUW1_6864825342',9,1,0,15,0,355,25428,27579,14,1,366,29602,31734,0
EUW1_6864790187',15,1,0,12,0,323,28678,30052,21,1,348,31787,32334,0
EUW1_6864758678',13,0,1,9,0,321,29367,30002,14,1,305,26560,27721,1
EUW1_6864718792',15,0,2,6,1,378,30959,31528,15,1,315,27912,28866,1
EUW1_6863746985',5,0,0,8,1,388,24707,29302,9,0,375,25709,30187,0
EUW1_6863685375',12,0,1,10,0,319,26041,27677,24,1,364,31504,31191,0
EUW1_6863590120',7,0,1,7,0,347,25230,30198,8,0,337,23925,29197,1
EUW1_6863548556',15,0,1,7,1,377,28731,30691,22,1,355,29736,30082,0
EUW1_6863517016',20,0,2,7,1,356,30234,29711,6,0,321,23930,25144,1
EUW1_6863479566',17,0,2,6,1,361,31180,32570,5,0,328,23095,27077,1
EUW1_6863454566',15,0,0,9,1,352,28751,30799,14,1,333,27845,29956,1
EUW1_6863386438',12,0,1,8,1,337,27754,28159,15,0,322,26798,30995,0
EUW1_6863371959',18,0,1,11,0,369,31274,33141,5,1,307,23149,25033,1
EUW1_6880944013',8,0,0,9,0,330,24192,27160,10,1,358,26186,28917,0
EUW1_6880918778',15,0,0,8,0,365,29462,30416,19,2,333,30010,30941,0
EUW1_6875149879',13,0,0,10,0,367,27981,30397,17,0,338,28881,29902,1
EUW1_6875115407',13,0,0,7,0,325,27023,28485,17,0,384,29473,29647,0
EUW1_6857753667',12,0,0,11,1,312,27022,28236,17,1,376,31302,30975,0
EUW1_6857697245',10,0,0,7,0,370,26127,29274,14,1,351,29674,29712,0
EUW1_6854722214',19,0,2,7,1,414,34522,33192,5,1,324,22418,25935,1
EUW1_6841102023',11,0,0,10,0,373,27768,30343,17,0,339,28785,29065,0
EUW1_6837071328',13,0,1,8,1,341,28636,29130,8,1,313,25192,26348,1
EUW1_6836627434',15,0,0,7,0,354,29281,30313,15,0,325,27913,30003,1
EUW1_6798312961',13,0,0,11,0,348,27194,28616,18,1,360,30951,29206,0
EUW1_6796573642',22,0,2,7,1,351,33121,30876,7,0,313,23905,26562,1
EUW1_6883197758',6,0,1,9,0,357,25118,28294,16,2,372,30075,31203,1
EUW1_6883128894',8,0,0,12,1,390,27483,30572,7,1,331,24659,29247,1
EUW1_6883084570',9,0,1,15,1,360,28570,29407,20,2,391,33314,33683,0
EUW1_6882999017',18,0,0,7,1,402,31198,32673,13,2,322,27357,29817,1
EUW1_6882938361',11,0,1,11,0,394,27074,30710,11,1,383,26820,30720,1
EUW1_6882801964',13,1,1,4,1,382,28607,31458,6,0,362,24666,29891,1
EUW1_6881109742',19,0,2,14,1,399,34746,34475,6,2,356,23943,26843,1
EUW1_6881062249',18,0,2,8,1,372,30569,32111,18,0,313,28578,29957,1
EUW1_6881041559',7,0,1,10,1,411,26084,30629,18,1,356,28798,31171,0
EUW1_6880995723',10,0,1,15,1,340,26273,29214,10,2,351,27982,29503,1
EUW1_6880963785',12,0,0,10,0,339,26547,29739,13,2,380,29619,30525,0
EUW1_6880901834',11,0,0,17,0,328,26436,27920,27,2,372,36924,33977,0
EUW1_6880888460',9,0,1,12,0,385,27158,29756,19,2,367,31386,32129,0
EUW1_6880860337',10,0,0,11,1,322,26435,28717,15,1,384,29887,30742,0
EUW1_6880845305',15,0,1,10,1,293,28838,29721,19,1,385,29863,31124,1
EUW1_6880845488',15,0,3,6,1,350,30864,33044,13,1,331,25626,27777,1
EUW1_6880816938',17,0,0,11,1,348,29105,31185,12,2,331,28502,30177,1
EUW1_6880802987',7,0,0,6,0,371,24652,29958,12,0,400,28875,31778,0
EUW1_6880791949',18,0,1,5,1,395,30772,32797,6,1,337,23118,25330,1
EUW1_6883515318',9,0,1,8,1,419,28078,30976,9,0,386,25999,29674,1
EUW1_6883487458',13,0,0,10,1,371,27580,29275,8,1,373,26410,29445,1
EUW1_6883453527',5,0,0,6,0,399,24203,30540,2,0,398,23490,31954,0
EUW1_6883400793',18,0,1,6,1,377,31045,31488,16,1,370,29048,31772,0
EUW1_6883339932',17,1,0,9,0,342,28895,31042,17,1,378,30336,31233,0
EUW1_6883281750',11,0,0,6,0,389,27589,30552,15,0,353,28227,31268,0
EUW1_6882177459',5,0,0,8,0,399,25218,29616,7,0,411,24914,29384,1
EUW1_6882136730',13,0,2,8,0,369,29741,29640,11,0,336,27076,28878,1
EUW1_6882091895',20,0,1,6,0,390,32440,31649,19,0,313,29568,30339,1
EUW1_6882044918',6,0,0,12,0,341,24978,27839,15,2,387,29809,31492,0
EUW1_6876890155',20,0,1,6,1,366,30673,31404,9,0,345,25149,29788,1
EUW1_6876848096',8,0,0,11,1,382,26483,28846,15,1,362,29758,31585,1
EUW1_6876799614',11,0,0,4,0,391,26747,29612,6,0,367,25352,27196,0
EUW1_6876756995',8,1,0,7,1,381,27057,30402,8,0,377,25856,29225,0
EUW1_6876723283',5,0,0,6,0,353,24139,26805,15,0,354,28293,30290,0
EUW1_6876704577',3,0,0,5,0,364,23343,28965,11,0,402,26948,31702,0
EUW1_6876243375',11,0,1,4,1,413,28805,30780,10,1,363,25721,28561,0
EUW1_6876195409',16,1,2,7,1,407,32122,32553,8,1,350,25562,29594,1
EUW1_6875688093',12,0,1,8,0,393,27918,29287,10,1,346,27697,29606,0
EUW1_6875650322',8,0,0,6,0,356,24569,28168,12,1,393,28022,30531,0
EUW1_6881584284',16,0,1,13,0,353,29297,30649,18,1,356,31239,30469,0
EUW1_6881541905',10,0,0,9,0,366,26128,30425,14,2,371,28159,29659,0
EUW1_6881506560',1,0,0,17,0,381,21799,25978,23,3,387,33672,34005,0
EUW1_6881456533',15,0,0,8,0,394,29194,31922,10,0,384,25534,29027,1
EUW1_6881393197',9,0,0,11,0,326,25181,26489,20,2,375,31834,30963,0
EUW1_6881353487',21,0,0,8,1,340,31840,29575,6,2,285,22876,24896,1
EUW1_6881164194',16,0,1,7,1,357,28452,32371,2,0,373,21963,27031,1
EUW1_6880926351',7,0,1,6,0,360,26583,30663,10,0,370,26608,32666,1
EUW1_6880912691',23,0,3,3,1,435,35625,34814,9,0,264,23709,26589,1
EUW1_6880886059',12,0,0,16,0,288,25251,25254,17,3,356,31538,29219,0
EUW1_6880341637',17,0,1,15,1,369,29156,29395,17,2,348,30974,30872,0
EUW1_6880267913',15,0,1,11,0,367,29238,31580,8,1,359,25657,27003,1
EUW1_6880212535',13,0,0,4,1,353,27470,30547,12,0,376,27108,30822,0
EUW1_6880146627',9,0,0,8,0,341,25717,29134,9,0,371,26886,29551,1
EUW1_6882906834',17,0,0,3,1,358,29108,31420,9,0,330,25440,28976,0
EUW1_6882841647',12,0,0,9,1,400,27812,30210,14,0,405,29545,33242,0
EUW1_6882707417',15,0,0,9,0,344,28677,28371,10,1,381,28998,29731,1
EUW1_6882654440',16,0,0,8,1,377,28065,31130,8,1,346,26612,26332,0
EUW1_6882632671',8,0,0,16,0,298,24992,25147,11,2,377,28338,28784,0
EUW1_6880948684',16,0,2,6,1,438,32461,32009,10,1,328,25188,27957,1
EUW1_6879691493',9,0,0,11,0,368,26560,31496,9,2,404,28149,30070,0
EUW1_6877261914',26,0,0,13,0,324,33242,31954,22,1,357,32986,29561,1
EUW1_6877189026',11,0,0,9,0,299,25913,25470,10,0,376,25992,28513,0
EUW1_6877089078',11,0,1,12,0,329,26662,28413,12,1,358,28306,29103,0
EUW1_6877026685',10,0,1,7,0,343,26339,27177,11,0,376,26557,29053,0
EUW1_6876856686',7,0,1,10,0,384,25581,28835,13,1,339,28154,29203,1
EUW1_6883622942',17,0,1,8,1,343,29038,27978,18,2,303,30970,29309,1
EUW1_6883599703',16,0,1,6,1,385,29335,30123,12,0,350,26429,28685,1
EUW1_6883567276',10,0,1,7,0,369,28503,30219,11,0,350,26019,28846,1
EUW1_6883534911',17,0,1,9,1,327,29026,27504,5,2,350,25380,26468,0
EUW1_6883451365',9,0,0,7,0,339,24530,28818,13,2,377,29674,31307,0
EUW1_6883412757',14,0,0,7,0,376,28607,30229,17,0,358,29569,30816,0
EUW1_6883354912',13,0,1,9,1,401,30046,32037,11,3,362,27760,30502,1
EUW1_6883142049',11,0,2,12,1,342,27581,27925,17,0,321,28435,30293,0
EUW1_6883073921',9,0,0,7,0,407,25508,30290,13,1,384,29041,32680,0
EUW1_6882889004',19,0,3,10,1,393,32321,32087,9,1,327,24719,27540,1
EUW1_6882826346',9,0,1,10,0,363,26823,30442,9,0,336,25074,29878,1
EUW1_6882714299',5,0,0,7,1,395,24508,28080,8,0,395,26739,31507,0
EUW1_6882291315',9,1,1,12,0,383,27496,28714,16,0,284,26455,25142,1
EUW1_6882239530',10,0,1,13,1,328,27163,25273,14,2,364,29687,30434,0
EUW1_6882208821',23,0,0,10,0,391,32244,30985,9,0,384,26499,28966,1
EUW1_6882179444',11,0,1,11,0,344,27941,27869,21,1,383,32085,32538,0
EUW1_6882843333',11,0,0,7,0,301,25598,27876,19,0,344,27036,30340,0
EUW1_6882761482',20,0,1,13,0,316,30320,30009,17,3,342,31386,29234,1
EUW1_6882716606',11,1,1,7,1,384,28665,30673,9,0,390,25999,31299,1
EUW1_6882658358',6,0,1,13,1,374,26227,28200,21,2,381,32291,32164,0
EUW1_6882639499',7,0,0,5,1,378,25171,28900,15,0,337,27378,29924,0
EUW1_6882029214',18,0,1,6,1,371,31045,31174,12,0,354,26439,28619,1
EUW1_6881465512',9,0,1,8,0,374,27085,29608,17,1,358,29769,32658,1
EUW1_6881410478',10,0,1,11,1,355,27385,28816,16,1,358,28898,30683,0
EUW1_6879888990',11,0,0,6,0,379,26237,31162,16,0,353,28833,31502,0
EUW1_6879845570',14,0,0,8,1,367,27734,30139,8,1,356,26154,27602,1
EUW1_6878120075',8,0,0,6,0,389,25385,32120,10,0,353,26469,31448,0
EUW1_6878102565',7,0,0,14,1,326,24639,28852,17,3,403,32740,34123,0
